name,address,flavors
SAFEWAY,"145 JACKSON ST, SAN FRANCISCO, CA 94111","Vanilla Honey Caramel, Chocolate Peppermint Crunch, Banana Split, Boston Cream Pie, Cheesecake Brownie, Chocolate Therapy®, Cinnamon Buns, Everything But The...®, Imagine Whirled Peace™, Karamel Sutra®, Mint Chocolate Cookie, S'mores, Vanilla, Vanilla Caramel Fudge, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Half Baked®, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake, New York Super Fudge Chunk®, Chunky Monkey®, Peanut Butter Cup™, Phish Food®, Pistachio Pistachio®, AmeriCone Dream™, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Coffee HEATH® Bar Crunch"
SAFEWAY,"735 7TH AVE, SAN FRANCISCO, CA 94118","Vanilla Honey Caramel, Chocolate Peppermint Crunch, Boston Cream Pie, Cheesecake Brownie, Chocolate Therapy®, Cinnamon Buns, Everything But The...®, Imagine Whirled Peace™, Karamel Sutra®, Mint Chocolate Cookie, S'mores, Vanilla, Vanilla Caramel Fudge, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Half Baked®, Banana Peanut Butter, Blueberry Vanilla Graham, Strawberry Shortcake, Banana Split, Raspberry Fudge Chunk, Cherry Garcia®, New York Super Fudge Chunk®, Red Velvet Cake, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Peanut Butter Cup™, Phish Food®, Pistachio Pistachio®, AmeriCone Dream™"
CVS PHARMACY,"1599 TIBURON BLVD, TIBURON, CA 94920","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
CVS PHARMACY,"150 DONAHUE ST, SAUSALITO, CA 94965","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
WALGREENS,"227 SHORELINE HIGHWAY, MILL VALLEY, CA 94941","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, Peanut Butter Cup™, Phish Food®, Red Velvet Cake, AmeriCone Dream™, Triple Caramel Chunk"
CVS PHARMACY,"759 E BLITHEDALE AVE, MILL VALLEY, CA 94941","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Half Baked®"
CVS PHARMACY,"330 BON AIR CTR, GREENBRAE, CA 94904","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
CVS PHARMACY,"909 GRAND ST, SAN RAFAEL, CA 94901","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
WALGREENS,"830 3RD ST, SAN RAFAEL, CA 94901","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, Red Velvet Cake, AmeriCone Dream™, Triple Caramel Chunk"
CVS PHARMACY,"377 32ND AVE, SAN FRANCISCO, CA 94121","Chubby Hubby®, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Phish Food®, AmeriCone Dream™"
WALGREENS,"2141 CHESTNUT ST, SAN FRANCISCO, CA 94123","Milk & Cookies, Pistachio Pistachio®, Red Velvet Cake, Triple Caramel Chunk, Chocolate Chip Cookie Dough, Peanut Butter Cup™, AmeriCone Dream™, Cherry Garcia®, Chocolate Fudge Brownie™, Chunky Monkey®, Half Baked®, Phish Food®"
WALGREENS,"2801 JONES, SAN FRANCISCO, CA 94133","Milk & Cookies, Pistachio Pistachio®, Red Velvet Cake, Triple Caramel Chunk, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
WALGREENS,"3201 DIVISADERO ST, SAN FRANCISCO, CA 94123","Milk & Cookies, Pistachio Pistachio®, Red Velvet Cake, Triple Caramel Chunk, Cherry Garcia®, New York Super Fudge Chunk®, Peanut Butter Cup™, Chocolate Chip Cookie Dough, AmeriCone Dream™, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, Phish Food®"
WALGREENS,"1344 STOCKTON ST, SAN FRANCISCO, CA 94133","Milk & Cookies, Red Velvet Cake, Triple Caramel Chunk, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, Peanut Butter Cup™, Phish Food®, Pistachio Pistachio®, AmeriCone Dream™"
WALGREENS,"1899 FILLMORE ST, SAN FRANCISCO, CA 94115","Milk & Cookies, Chocolate Chip Cookie Dough, Chunky Monkey®, Coffee HEATH® Bar Crunch, Phish Food®, Pistachio Pistachio®, Red Velvet Cake, AmeriCone Dream™, Cherry Garcia®, Chocolate Fudge Brownie™"
WALGREENS,"320 BAY ST, SAN FRANCISCO, CA 94133","Pistachio Pistachio®, Red Velvet Cake, Triple Caramel Chunk, Peanut Butter Cup™, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Half Baked®, AmeriCone Dream™"
WALGREENS,"1175 COLUMBUS AVE, SAN FRANCISCO, CA 94133","Red Velvet Cake, Cherry Garcia®, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
SAFEWAY,"950 LAS GALLINAS AVE, SAN RAFAEL, CA 94903","Liz Lemon, Vanilla Honey Caramel, Chocolate Peppermint Crunch, Banana Split, Boston Cream Pie, Cheesecake Brownie, Chocolate Therapy®, Cinnamon Buns, Everything But The...®, Imagine Whirled Peace™, Karamel Sutra®, Mint Chocolate Cookie, Pistachio Pistachio®, S'mores, Vanilla, Vanilla Caramel Fudge, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Cherry Garcia®, Half Baked®, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
SAFEWAY,"5720 NAVE DR, NOVATO, CA 94949","Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Banana Split, Boston Cream Pie, Cheesecake Brownie, Chocolate Nougat Crunch, Chocolate Therapy®, Chubby Hubby®, Cinnamon Buns, Everything But The...®, Imagine Whirled Peace™, Karamel Sutra®, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, Red Velvet Cake, S'mores, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla Caramel Fudge, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Chocolate Fudge Brownie™, Half Baked®, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake, Phish Food®, Pistachio Pistachio®, Cherry Garcia®, New York Super Fudge Chunk®, Peanut Butter Cup™, Chocolate Chip Cookie Dough, Chunky Monkey®, Coffee HEATH® Bar Crunch, AmeriCone Dream™"
WALGREENS,"820 SIR FRANCIS DRAKE RD, SAN ANSELMO, CA 94960","New York Super Fudge Chunk®, Peanut Butter Cup™, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Half Baked®"
TARGET,"200 VINTAGE WAY, NOVATO, CA 94945","Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Chocolate Therapy®, Red Velvet Cake, Cherry Garcia®, Chocolate Fudge Brownie™, Half Baked®, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake, Chocolate Chip Cookie Dough, Chunky Monkey®, Coffee HEATH® Bar Crunch, Phish Food®, AmeriCone Dream™"
SAFEWAY,"900 DIABLO AVE, NOVATO, CA 94947","Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Banana Split, Boston Cream Pie, Cheesecake Brownie, Chocolate Nougat Crunch, Chocolate Therapy®, Chubby Hubby®, Cinnamon Buns, Everything But The...®, Imagine Whirled Peace™, Karamel Sutra®, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, Pistachio Pistachio®, Red Velvet Cake, S'mores, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla Caramel Fudge, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Chocolate Fudge Brownie™, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake, Phish Food®, Cherry Garcia®, Chocolate Chip Cookie Dough, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, AmeriCone Dream™"
LUCKY,"1761 GRANT AVE, NOVATO, CA 94945","Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Chocolate Peppermint Crunch, Banana Split, Cheesecake Brownie, Chocolate Nougat Crunch, Chocolate Therapy®, Everything But The...®, Karamel Sutra®, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, Pistachio Pistachio®, S'mores, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Chocolate Fudge Brownie™, Half Baked®, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake, Cherry Garcia®, Chocolate Chip Cookie Dough, Chunky Monkey®, Coffee HEATH® Bar Crunch, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
CVS PHARMACY,"880 SIR FRANCIS DRAKE BLVD, SAN ANSELMO, CA 94960","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
WALGREENS,"155 NORTHGATE ONE, SAN RAFAEL, CA 94903","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, Peanut Butter Cup™"
CVS PHARMACY,"442 LAS GALLINAS AVE, SAN RAFAEL, CA 94903","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
WALGREENS,"25 POINT LOBOS AVE, SAN FRANCISCO, CA 94121","Pistachio Pistachio®, Red Velvet Cake, Triple Caramel Chunk, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
LUCKY,"939 LAKEVILLE ST, PETALUMA, CA 94952","Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Banana Split, Cheesecake Brownie, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chocolate Nougat Crunch, Chocolate Therapy®, Chunky Monkey®, Coffee HEATH® Bar Crunch, Everything But The...®, Half Baked®, Karamel Sutra®, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, Pistachio Pistachio®, S'mores, AmeriCone Dream™, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake"
RALEY'S,"157 N MCDOWELL BLVD, PETALUMA, CA 94954","Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Banana Split, Cheesecake Brownie, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chocolate Nougat Crunch, Chocolate Therapy®, Chunky Monkey®, Cinnamon Buns, Everything But The...®, Half Baked®, Karamel Sutra®, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, Pistachio Pistachio®, Red Velvet Cake, S'mores, AmeriCone Dream™, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk"
TARGET,"475 ROHNERT PARK EXPY W, ROHNERT PARK, CA 94928","Liz Lemon, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Therapy®, Red Velvet Cake, Chocolate Fudge Brownie™, Half Baked®, Banana Peanut Butter, Blueberry Vanilla Graham, Strawberry Shortcake, Chocolate Peppermint Crunch, Cherry Garcia®, Chocolate Chip Cookie Dough, Chunky Monkey®, Coffee HEATH® Bar Crunch, Phish Food®, AmeriCone Dream™, Raspberry Fudge Chunk"
LUCKY,"1000 PETALUMA BLVD N, PETALUMA, CA 94952","Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, Karamel Sutra®, Mint Chocolate Cookie, Phish Food®, Pistachio Pistachio®, Strawberry Cheesecake"
RALEY'S,"100 RALEYS TOWNE CTR, ROHNERT PARK, CA 94928","Coffee, Coffee BuzzBuzzBuzz!, Banana Split, Cheesecake Brownie, Chocolate Nougat Crunch, Cinnamon Buns, Crème Brûlée, Everything But The...®, Karamel Sutra®, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, Red Velvet Cake, S'mores, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Half Baked®, Vanilla Honey Caramel, Chocolate Peppermint Crunch, Chocolate Therapy®, Peanut Butter Cup™, Pistachio Pistachio®, Cherry Garcia®, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, New York Super Fudge Chunk®, Phish Food®, AmeriCone Dream™"
SAFEWAY,"6340 COMMERCE BLVD, ROHNERT PARK, CA 94928","Pineapple Passionfruit, Banana Split, Boston Cream Pie, Cheesecake Brownie, Chocolate Nougat Crunch, Chubby Hubby®, Cinnamon Buns, Everything But The...®, Imagine Whirled Peace™, Late Night Snack, Milk & Cookies, Red Velvet Cake, S'mores, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla Caramel Fudge, Peach Cobbler™, Chocolate Fudge Brownie™, Phish Food®, Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Chocolate Peppermint Crunch, Chocolate Therapy®, Karamel Sutra®, Mint Chocolate Cookie, Peanut Butter Cup™, Pistachio Pistachio®, Vanilla HEATH® Bar Crunch, Cherry Garcia®, Half Baked®, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake, Chocolate Chip Cookie Dough, Chunky Monkey®, Coffee HEATH® Bar Crunch, New York Super Fudge Chunk®, AmeriCone Dream™"
SAFEWAY,"406 N MAIN ST, SEBASTOPOL, CA 95472","Boston Cream Pie, Chubby Hubby®, Cinnamon Buns, Imagine Whirled Peace™, Vanilla Caramel Fudge, Phish Food®, Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Pineapple Passionfruit, Chocolate Peppermint Crunch, Banana Split, Cheesecake Brownie, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chocolate Nougat Crunch, Chocolate Therapy®, Chunky Monkey®, Coffee HEATH® Bar Crunch, Everything But The...®, Half Baked®, Karamel Sutra®, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, New York Super Fudge Chunk®, Peanut Butter Cup™, Pistachio Pistachio®, Red Velvet Cake, S'mores, AmeriCone Dream™, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake"
CVS PHARMACY,"2035 NOVATO BLVD, NOVATO, CA 94947","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Phish Food®, AmeriCone Dream™"
CVS PHARMACY,"1707 GRANT AVE, NOVATO, CA 94945","Cherry Garcia®, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
CVS PHARMACY,"365 E WASHINGTON ST, PETALUMA, CA 94952","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
CVS PHARMACY,"291 N MCDOWELL BLVD, PETALUMA, CA 94954","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
FOOD MAXX,"605 RHONERT PARK EXPRESSWAY, ROHNERT PARK, CA 94928","Pistachio Pistachio®, Vanilla HEATH® Bar Crunch, Raspberry Fudge Chunk, Strawberry Shortcake, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Phish Food®"
WALGREENS,"7800 OLD REDWOOD HWY, COTATI, CA 94931","Red Velvet Cake, Triple Caramel Chunk, Cherry Garcia®, Peanut Butter Cup™, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Phish Food®, AmeriCone Dream™"
LUCKY,"100 LAKESHORE PLZ, SAN FRANCISCO, CA 94132","Coffee, Coffee BuzzBuzzBuzz!, Pineapple Passionfruit, Late Night Snack, Strawberry Cheesecake, Chocolate Fudge Brownie™, Phish Food®, Liz Lemon, Chocolate Nougat Crunch, Vanilla Honey Caramel, Chocolate Peppermint Crunch, Banana Split, Cheesecake Brownie, Chocolate Therapy®, Everything But The...®, Karamel Sutra®, Mint Chocolate Cookie, S'mores, Vanilla, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Half Baked®, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake, Cherry Garcia®, Chocolate Chip Cookie Dough, Chunky Monkey®, Coffee HEATH® Bar Crunch, Milk & Cookies, New York Super Fudge Chunk®, Peanut Butter Cup™, Pistachio Pistachio®, AmeriCone Dream™, Triple Caramel Chunk"
FOODS CO,"1800 FOLSOM ST, SAN FRANCISCO, CA 94103","Pineapple Passionfruit, Strawberry Cheesecake, Banana Split, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Half Baked®, Pistachio Pistachio®, Red Velvet Cake, Vanilla Caramel Fudge, Raspberry Fudge Chunk"
SAFEWAY,"2350 NORIEGA ST, SAN FRANCISCO, CA 94122","Boston Cream Pie, Cinnamon Buns, Imagine Whirled Peace™, Vanilla Caramel Fudge, Chocolate Peppermint Crunch, Cheesecake Brownie, S'mores, Vanilla, Half Baked®, Vanilla Honey Caramel, Banana Split, Chocolate Therapy®, Everything But The...®, Karamel Sutra®, Mint Chocolate Cookie, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, Pistachio Pistachio®, AmeriCone Dream™"
WALGREENS,"2050 IRVING ST, SAN FRANCISCO, CA 94122","Milk & Cookies, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, Peanut Butter Cup™, Phish Food®, Pistachio Pistachio®, Red Velvet Cake, AmeriCone Dream™, Triple Caramel Chunk"
WALGREENS,"5280 GEARY BLVD, SAN FRANCISCO, CA 94118","Pistachio Pistachio®, Red Velvet Cake, Triple Caramel Chunk, Peanut Butter Cup™, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, Phish Food®, AmeriCone Dream™"
WALGREENS,"745 CLEMENT ST, SAN FRANCISCO, CA 94118","Pistachio Pistachio®, Red Velvet Cake, Triple Caramel Chunk, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, Peanut Butter Cup™, Phish Food®, AmeriCone Dream™"
SAFEWAY,"477 W NAPPA ST, SONOMA, CA 95476","Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Pineapple Passionfruit, Banana Split, Boston Cream Pie, Cheesecake Brownie, Chocolate Nougat Crunch, Chubby Hubby®, Cinnamon Buns, Everything But The...®, Imagine Whirled Peace™, Late Night Snack, Milk & Cookies, Red Velvet Cake, S'mores, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla, Vanilla Caramel Fudge, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Chocolate Fudge Brownie™, Half Baked®, Strawberry Shortcake, Phish Food®, Vanilla Honey Caramel, Chocolate Peppermint Crunch, Chocolate Therapy®, Karamel Sutra®, Mint Chocolate Cookie, Peanut Butter Cup™, Pistachio Pistachio®, Cherry Garcia®, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Chocolate Chip Cookie Dough, Chunky Monkey®, Coffee HEATH® Bar Crunch, New York Super Fudge Chunk®, AmeriCone Dream™"
LUCKY,"19181 SONOMA HWY, SONOMA, CA 95476","Pineapple Passionfruit, Chocolate Nougat Crunch, Late Night Snack, Strawberry Cheesecake, Triple Caramel Chunk, Chocolate Fudge Brownie™, Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Vanilla Honey Caramel, Chocolate Peppermint Crunch, Banana Split, Cheesecake Brownie, Everything But The...®, Karamel Sutra®, Mint Chocolate Cookie, Peanut Butter Cup™, Pistachio Pistachio®, S'mores, Vanilla, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Banana Peanut Butter, Raspberry Fudge Chunk, Strawberry Shortcake, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Therapy®, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Phish Food®, AmeriCone Dream™, Blueberry Vanilla Graham"
SAFEWAY,"625 MONTEREY BLVD, SAN FRANCISCO, CA 94127","Phish Food®, Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Pineapple Passionfruit, Boston Cream Pie, Chocolate Nougat Crunch, Chubby Hubby®, Cinnamon Buns, Imagine Whirled Peace™, Late Night Snack, Strawberry Cheesecake, Chocolate Fudge Brownie™, Vanilla Honey Caramel, Chocolate Peppermint Crunch, Banana Split, Cheesecake Brownie, Chocolate Therapy®, Everything But The...®, Karamel Sutra®, Milk & Cookies, Mint Chocolate Cookie, New York Super Fudge Chunk®, S'mores, Vanilla, Vanilla Caramel Fudge, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Half Baked®, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake, Cherry Garcia®, Chocolate Chip Cookie Dough, Chunky Monkey®, Coffee HEATH® Bar Crunch, Peanut Butter Cup™, Pistachio Pistachio®, Red Velvet Cake, AmeriCone Dream™, Triple Caramel Chunk"
SAFEWAY,"5051 BUSINESS CENTER DR, FAIRFIELD, CA 94533","Liz Lemon, Coffee, Coffee BuzzBuzzBuzz!, Pineapple Passionfruit, Boston Cream Pie, Chocolate Nougat Crunch, Chubby Hubby®, Cinnamon Buns, Imagine Whirled Peace™, Late Night Snack, Milk & Cookies, Mint Chocolate Cookie, Pistachio Pistachio®, Red Velvet Cake, S'mores, Strawberry Cheesecake, Triple Caramel Chunk, Vanilla Caramel Fudge, Chocolate Fudge Brownie™, Banana Peanut Butter, Strawberry Shortcake, Phish Food®, Banana Split, Cheesecake Brownie, Everything But The...®, Karamel Sutra®, Vanilla, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Raspberry Fudge Chunk, Vanilla Honey Caramel, Chocolate Peppermint Crunch, Chocolate Therapy®, Peanut Butter Cup™, Cherry Garcia®, Half Baked®, Blueberry Vanilla Graham, New York Super Fudge Chunk®"
SAFEWAY,"1620 CLAY ST, NAPA, CA 94558","Boston Cream Pie, Imagine Whirled Peace™, Vanilla Honey Caramel, Chocolate Peppermint Crunch, Banana Split, Cheesecake Brownie, Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chocolate Therapy®, Chunky Monkey®, Cinnamon Buns, Coffee HEATH® Bar Crunch, Everything But The...®, Half Baked®, Karamel Sutra®, Mint Chocolate Cookie, New York Super Fudge Chunk®, Peanut Butter Cup™, Phish Food®, Pistachio Pistachio®, S'mores, AmeriCone Dream™, Vanilla, Vanilla Caramel Fudge, Vanilla HEATH® Bar Crunch, Peach Cobbler™, Banana Peanut Butter, Blueberry Vanilla Graham, Raspberry Fudge Chunk, Strawberry Shortcake"
FOOD MAXX,"1740 TUOLOMNE ST, VALLEJO, CA 94589","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, Phish Food®"
CVS PHARMACY,"3678 SONOMA BLVD, VALLEJO, CA 94590","Cherry Garcia®, Chocolate Chip Cookie Dough, Chocolate Fudge Brownie™, Chunky Monkey®, Coffee HEATH® Bar Crunch, Half Baked®, New York Super Fudge Chunk®, Peanut Butter Cup™, AmeriCone Dream™"
